TARA	COMUNA	ORAS	JUDET	CONCATENATE	UID
ROMANIA	Runcu Mare	Gradinari	Olt	Runcu Mare din Gradinari (Olt)	8929
ROMANIA	Rusanesti	Rusanesti	Olt	Rusanesti (Olt)	8941
ROMANIA	Rusanestii de Sus	Voineasa	Olt	Rusanestii de Sus din Voineasa (Olt)	8942
ROMANIA	Rusciori	Scornicesti	Olt	Rusciori din Scornicesti (Olt)	8948
ROMANIA	Salcia	Slatioara	Olt	Salcia din Slatioara (Olt)	9055
ROMANIA	Saltanesti	Priseaca	Olt	Saltanesti din Priseaca (Olt)	9100
ROMANIA	Samburesti	Samburesti	Olt	Samburesti (Olt)	9113
ROMANIA	Satu Nou	Gradinari	Olt	Satu Nou din Gradinari (Olt)	9345
ROMANIA	Satu Nou	Orlea	Olt	Satu Nou din Orlea (Olt)	9356
ROMANIA	Scarisoara	Scarisoara	Olt	Scarisoara (Olt)	9413
ROMANIA	Schitu Deleni	Teslui	Olt	Schitu Deleni din Teslui (Olt)	9434
ROMANIA	Schitu din Deal	Plesoiu	Olt	Schitu din Deal din Plesoiu (Olt)	9435
ROMANIA	Schitu	Schitu	Olt	Schitu (Olt)	9438
ROMANIA	Schitu din Vale	Plesoiu	Olt	Schitu din Vale din Plesoiu (Olt)	9439
ROMANIA	Scorbura	Carlogani	Olt	Scorbura din Carlogani (Olt)	9456
ROMANIA	Scornicesti	Scornicesti	Olt	Scornicesti (Olt)	9459
ROMANIA	Seaca	Poboru	Olt	Seaca din Poboru (Olt)	9486
ROMANIA	Seaca	Seaca	Olt	Seaca (Olt)	9488
ROMANIA	Serbanestii de Sus	Serbanesti	Olt	Serbanestii de Sus din Serbanesti (Olt)	9568
ROMANIA	Simniceni	Vulpeni	Olt	Simniceni din Vulpeni (Olt)	9684
ROMANIA	Sinesti	Potcoava	Olt	Sinesti din Potcoava (Olt)	9700
ROMANIA	Slatina	Slatina	Olt	Slatina (Olt)	9760
ROMANIA	Slatioara	Slatioara	Olt	Slatioara (Olt)	9766
ROMANIA	Slaveni	Gostavatu	Olt	Slaveni din Gostavatu (Olt)	9773
ROMANIA	Soparlita	Parscoveni	Olt	Soparlita din Parscoveni (Olt)	9909
ROMANIA	Spataru	Cungrea	Olt	Spataru din Cungrea (Olt)	9936
ROMANIA	Spineni	Spineni	Olt	Spineni (Olt)	9944
ROMANIA	Sprancenata	Sprancenata	Olt	Sprancenata (Olt)	9953
ROMANIA	Stanuleasa	Samburesti	Olt	Stanuleasa din Samburesti (Olt)	10004
ROMANIA	Stanuleasa	Vitomiresti	Olt	Stanuleasa din Vitomiresti (Olt)	10005
ROMANIA	Stefan cel Mare	Stefan Cel Mare	Olt	Stefan cel Mare (Olt)	10019
ROMANIA	Stejaru	Milcov	Olt	Stejaru din Milcov (Olt)	10056
ROMANIA	Stoborasti	Tufeni	Olt	Stoborasti din Tufeni (Olt)	10086
ROMANIA	Strejesti	Strejesti	Olt	Strejesti (Olt)	10138
ROMANIA	Strejestii de Sus	Strejesti	Olt	Strejestii de Sus din Strejesti (Olt)	10139
ROMANIA	Strugurelu	Serbanesti	Olt	Strugurelu din Serbanesti (Olt)	10156
ROMANIA	Studina	Studina	Olt	Studina (Olt)	10164
ROMANIA	Studinita	Studina	Olt	Studinita din Studina (Olt)	10165
ROMANIA	Stupina	Carlogani	Olt	Stupina din Carlogani (Olt)	10169
ROMANIA	Surpeni	Poboru	Olt	Surpeni din Poboru (Olt)	10247
ROMANIA	Tatulesti	Tatulesti	Olt	Tatulesti (Olt)	10435
ROMANIA	Teis	Bals	Olt	Teis din Bals (Olt)	10473
ROMANIA	Teius	Scornicesti	Olt	Teius din Scornicesti (Olt)	10486
ROMANIA	Teiusu	Brebeni	Olt	Teiusu din Brebeni (Olt)	10487
ROMANIA	Teslui	Teslui	Olt	Teslui (Olt)	10531
ROMANIA	Tia Mare	Tia Mare	Olt	Tia Mare (Olt)	10539
ROMANIA	Tirisneag	Valeni	Olt	Tirisneag din Valeni (Olt)	10606
ROMANIA	Tomeni	Osica De Sus	Olt	Tomeni din Osica De Sus (Olt)	10661
ROMANIA	Tonesti	Leleasca	Olt	Tonesti din Leleasca (Olt)	10681
ROMANIA	Tonesti	Samburesti	Olt	Tonesti din Samburesti (Olt)	10682
ROMANIA	Topana	Topana	Olt	Topana (Olt)	10689
ROMANIA	Traian	Traian	Olt	Traian (Olt)	10732
ROMANIA	Trepteni	Vitomiresti	Olt	Trepteni din Vitomiresti (Olt)	10745
ROMANIA	Trufinesti	Potcoava	Olt	Trufinesti din Potcoava (Olt)	10781
ROMANIA	Tudor Vladimirescu	Corabia	Olt	Tudor Vladimirescu din Corabia (Olt)	10787
ROMANIA	Tufaru	Leleasca	Olt	Tufaru din Leleasca (Olt)	10799
ROMANIA	Tufeni	Tufeni	Olt	Tufeni (Olt)	10801
ROMANIA	Turia	Valea Mare	Olt	Turia din Valea Mare (Olt)	10840
ROMANIA	Ulmet	Dobrun	Olt	Ulmet din Dobrun (Olt)	10914
ROMANIA	Ungureni	Topana	Olt	Ungureni din Topana (Olt)	10952
ROMANIA	Uria	Sprancenata	Olt	Uria din Sprancenata (Olt)	10980
ROMANIA	Ursa	Garcov	Olt	Ursa din Garcov (Olt)	11000
ROMANIA	Ursi	Leleasca	Olt	Ursi din Leleasca (Olt)	11007
ROMANIA	Ursoaia	Icoana	Olt	Ursoaia din Icoana (Olt)	11013
ROMANIA	Urzica	Urzica	Olt	Urzica (Olt)	11024
ROMANIA	Vadastra	Vadastra	Olt	Vadastra (Olt)	11049
ROMANIA	Vadastrita	Vadastrita	Olt	Vadastrita (Olt)	11050
ROMANIA	Valcele	Valcele	Olt	Valcele (Olt)	11107
ROMANIA	Valcelele de Sus	Valcele	Olt	Valcelele de Sus din Valcele (Olt)	11110
ROMANIA	Valea Fetei	Verguleasa	Olt	Valea Fetei din Verguleasa (Olt)	11217
ROMANIA	Valea lui Alb	Vulturesti	Olt	Valea lui Alb din Vulturesti (Olt)	11246
ROMANIA	Valea Mare	Valea Mare	Olt	Valea Mare (Olt)	11309
ROMANIA	Valea Merilor	Potcoava	Olt	Valea Merilor din Potcoava (Olt)	11317
ROMANIA	Valea Satului	Vulpeni	Olt	Valea Satului din Vulpeni (Olt)	11399
ROMANIA	Valea Soarelui	Redea	Olt	Valea Soarelui din Redea (Olt)	11420
ROMANIA	Valeni	Brancoveni	Olt	Valeni din Brancoveni (Olt)	11473
ROMANIA	Valeni	Valeni	Olt	Valeni (Olt)	11494
ROMANIA	Vanesti	Verguleasa	Olt	Vanesti din Verguleasa (Olt)	11543
ROMANIA	Vartopu	Corabia	Olt	Vartopu din Corabia (Olt)	11601
ROMANIA	Verguleasa	Verguleasa	Olt	Verguleasa (Olt)	11649
ROMANIA	Visina	Visina	Olt	Visina (Olt)	11756
ROMANIA	Vitanesti	Optasi-magura	Olt	Vitanesti din Optasi-magura (Olt)	11770
ROMANIA	Vitomiresti	Vitomiresti	Olt	Vitomiresti (Olt)	11775
ROMANIA	Vladila	Vladila	Olt	Vladila (Olt)	11805
ROMANIA	Vladila Noua	Vladila	Olt	Vladila Noua din Vladila (Olt)	11806
ROMANIA	Vladuleni	Osica De Sus	Olt	Vladuleni din Osica De Sus (Olt)	11817
ROMANIA	Vlaici	Colonesti	Olt	Vlaici din Colonesti (Olt)	11823
ROMANIA	Vlangaresti	Vulturesti	Olt	Vlangaresti din Vulturesti (Olt)	11825
ROMANIA	Voineasa	Voineasa	Olt	Voineasa (Olt)	11840
ROMANIA	Vulpeni	Vulpeni	Olt	Vulpeni (Olt)	11892
ROMANIA	Vulturesti	Vulturesti	Olt	Vulturesti (Olt)	11901
ROMANIA	Zanoaga	Daneasa	Olt	Zanoaga din Daneasa (Olt)	11944
ROMANIA	Zorleasca	Valea Mare	Olt	Zorleasca din Valea Mare (Olt)	12029
ROMANIA	Adunati	Adunati	Prahova	Adunati (Prahova)	32
ROMANIA	Albesti-Muru	Albesti - Paleologu	Prahova	Albesti-Muru din Albesti - Paleologu (Prahova)	85
ROMANIA	Albesti-Paleologu	Albesti - Paleologu	Prahova	Albesti-Paleologu din Albesti - Paleologu (Prahova)	86
ROMANIA	Albinari	Aricestii Zeletin	Prahova	Albinari din Aricestii Zeletin (Prahova)	93
ROMANIA	Alunis	Alunis	Prahova	Alunis (Prahova)	144
ROMANIA	Antofiloaia	Rafov	Prahova	Antofiloaia din Rafov (Prahova)	199
ROMANIA	Apostolache	Apostolache	Prahova	Apostolache (Prahova)	217
ROMANIA	Aricestii Rahtivani	Aricestii Rahtivani	Prahova	Aricestii Rahtivani (Prahova)	254
ROMANIA	Aricestii Zeletin	Aricestii Zeletin	Prahova	Aricestii Zeletin (Prahova)	255
ROMANIA	Arionestii Noi	Urlati	Prahova	Arionestii Noi din Urlati (Prahova)	263
ROMANIA	Arionestii Vechi	Urlati	Prahova	Arionestii Vechi din Urlati (Prahova)	264
ROMANIA	Arva	Valea Calugareasca	Prahova	Arva din Valea Calugareasca (Prahova)	292
ROMANIA	Azuga	Azuga	Prahova	Azuga (Prahova)	329
ROMANIA	Baba Ana	Baba Ana	Prahova	Baba Ana (Prahova)	330
ROMANIA	Baicoi	Baicoi	Prahova	Baicoi (Prahova)	432
ROMANIA	Balta Doamnei	Balta Doamnei	Prahova	Balta Doamnei (Prahova)	541
ROMANIA	Baltesti	Baltesti	Prahova	Baltesti (Prahova)	567
ROMANIA	Banesti	Banesti	Prahova	Banesti (Prahova)	590
ROMANIA	Bara	Balta Doamnei	Prahova	Bara din Balta Doamnei (Prahova)	604
ROMANIA	Barcanesti	Barcanesti	Prahova	Barcanesti (Prahova)	655
ROMANIA	Barzila	Pacureti	Prahova	Barzila din Pacureti (Prahova)	726
ROMANIA	Batesti	Brazi	Prahova	Batesti din Brazi (Prahova)	753
ROMANIA	Batrani	Starchiojd	Prahova	Batrani din Starchiojd (Prahova)	767
ROMANIA	Belciug	Draganesti	Prahova	Belciug din Draganesti (Prahova)	816
ROMANIA	Bertea	Bertea	Prahova	Bertea (Prahova)	895
ROMANIA	Bighilin	Bucov	Prahova	Bighilin din Bucov (Prahova)	943
ROMANIA	Blejoi	Blejoi	Prahova	Blejoi (Prahova)	1015
ROMANIA	Bobicesti	Predeal-sarari	Prahova	Bobicesti din Predeal-sarari (Prahova)	1040
ROMANIA	Boboci	Jugureni	Prahova	Boboci din Jugureni (Prahova)	1043
ROMANIA	Bobolia	Poiana Campina	Prahova	Bobolia din Poiana Campina (Prahova)	1046
ROMANIA	Bodesti	Posesti	Prahova	Bodesti din Posesti (Prahova)	1074
ROMANIA	Bogdanesti	Gornet	Prahova	Bogdanesti din Gornet (Prahova)	1110
ROMANIA	Boldesti	Boldesti - Gradistea	Prahova	Boldesti din Boldesti - Gradistea (Prahova)	1161
ROMANIA	Boldesti-Scaeni	Boldesti - Scaeni	Prahova	Boldesti-Scaeni din Boldesti - Scaeni (Prahova)	1163
ROMANIA	Bordenii Mari	Scorteni	Prahova	Bordenii Mari din Scorteni (Prahova)	1194
ROMANIA	Bordenii Mici	Scorteni	Prahova	Bordenii Mici din Scorteni (Prahova)	1195
ROMANIA	Bosilcesti	Telega	Prahova	Bosilcesti din Telega (Prahova)	1244
ROMANIA	Bozieni	Fantanele	Prahova	Bozieni din Fantanele (Prahova)	1292
ROMANIA	Bradet	Starchiojd	Prahova	Bradet din Starchiojd (Prahova)	1323
ROMANIA	Bratasanca	Filipestii De Targ	Prahova	Bratasanca din Filipestii De Targ (Prahova)	1380
ROMANIA	Bratesti	Sirna	Prahova	Bratesti din Sirna (Prahova)	1392
ROMANIA	Brazii de Jos	Brazi	Prahova	Brazii de Jos din Brazi (Prahova)	1409
ROMANIA	Brazii de Sus	Brazi	Prahova	Brazii de Sus din Brazi (Prahova)	1410
ROMANIA	Breaza de Jos	Breaza	Prahova	Breaza de Jos din Breaza (Prahova)	1415
ROMANIA	Breaza de Sus	Breaza	Prahova	Breaza de Sus din Breaza (Prahova)	1416
ROMANIA	Brebu Manastirei	Brebu	Prahova	Brebu Manastirei din Brebu (Prahova)	1435
ROMANIA	Brebu Megiesesc	Brebu	Prahova	Brebu Megiesesc din Brebu (Prahova)	1436
ROMANIA	Buchilasi	Rafov	Prahova	Buchilasi din Rafov (Prahova)	1493
ROMANIA	Bucov	Bucov	Prahova	Bucov (Prahova)	1511
ROMANIA	Buda	Aricestii Rahtivani	Prahova	Buda din Aricestii Rahtivani (Prahova)	1532
ROMANIA	Buda	Rafov	Prahova	Buda din Rafov (Prahova)	1543
ROMANIA	Bughea de Jos	Gura Vitioarei	Prahova	Bughea de Jos din Gura Vitioarei (Prahova)	1582
ROMANIA	Bugnea de Sus	Teisani	Prahova	Bugnea de Sus din Teisani (Prahova)	1583
ROMANIA	Bustenari	Telega	Prahova	Bustenari din Telega (Prahova)	1688
ROMANIA	Busteni	Busteni	Prahova	Busteni (Prahova)	1689
ROMANIA	Butuci	Sangeru	Prahova	Butuci din Sangeru (Prahova)	1713
ROMANIA	Buzota	Apostolache	Prahova	Buzota din Apostolache (Prahova)	1732
ROMANIA	Calinesti	Floresti	Prahova	Calinesti din Floresti (Prahova)	1810
ROMANIA	Calugareni	Calugareni	Prahova	Calugareni (Prahova)	1836
ROMANIA	Cap Rosu	Floresti	Prahova	Cap Rosu din Floresti (Prahova)	1907
ROMANIA	Carbunari	Poienarii Burchii	Prahova	Carbunari din Poienarii Burchii (Prahova)	1972
ROMANIA	Carbunesti	Carbunesti	Prahova	Carbunesti (Prahova)	1973
ROMANIA	Carjari	Valcanesti	Prahova	Carjari din Valcanesti (Prahova)	1984
ROMANIA	Cartierul Dambu	Berceni	Prahova	Cartierul Dambu din Berceni (Prahova)	2029
ROMANIA	Catina	Floresti	Prahova	Catina din Floresti (Prahova)	2078
ROMANIA	Catunu	Berceni	Prahova	Catunu din Berceni (Prahova)	2083
ROMANIA	Catunu	Drajna	Prahova	Catunu din Drajna (Prahova)	2085
ROMANIA	Ceptura de Jos	Ceptura	Prahova	Ceptura de Jos din Ceptura (Prahova)	2148
ROMANIA	Ceptura de Sus	Ceptura	Prahova	Ceptura de Sus din Ceptura (Prahova)	2149
ROMANIA	Cerasu	Cerasu	Prahova	Cerasu (Prahova)	2152
ROMANIA	Cheia	Maneciu	Prahova	Cheia din Maneciu (Prahova)	2242
ROMANIA	Cherba	Urlati	Prahova	Cherba din Urlati (Prahova)	2253
ROMANIA	Chesnoiu	Manesti	Prahova	Chesnoiu din Manesti (Prahova)	2269
ROMANIA	Chiojdeanca	Chiojdeanca	Prahova	Chiojdeanca (Prahova)	2317
ROMANIA	Chiritesti	Izvoarele	Prahova	Chiritesti din Izvoarele (Prahova)	2334
ROMANIA	Chitorani	Bucov	Prahova	Chitorani din Bucov (Prahova)	2367
ROMANIA	Cioceni	Albesti - Paleologu	Prahova	Cioceni din Albesti - Paleologu (Prahova)	2437
ROMANIA	Cioranii de Sus	Ciorani	Prahova	Cioranii de Sus din Ciorani (Prahova)	2463
ROMANIA	Ciupelnita	Dumbrava	Prahova	Ciupelnita din Dumbrava (Prahova)	2549
ROMANIA	Coada Izvorului	Manesti	Prahova	Coada Izvorului din Manesti (Prahova)	2604
ROMANIA	Coada Malului	Magurele	Prahova	Coada Malului din Magurele (Prahova)	2606
ROMANIA	Coceana	Sirna	Prahova	Coceana din Sirna (Prahova)	2632
ROMANIA	Cocorastii Caplii	Magureni	Prahova	Cocorastii Caplii din Magureni (Prahova)	2645
ROMANIA	Cocorastii Colt	Manesti	Prahova	Cocorastii Colt din Manesti (Prahova)	2646
ROMANIA	Cocorastii Grind	Manesti	Prahova	Cocorastii Grind din Manesti (Prahova)	2647
ROMANIA	Cocorastii Mislii	Cocorastii Mislii	Prahova	Cocorastii Mislii (Prahova)	2648
ROMANIA	Cocosesti	Paulesti	Prahova	Cocosesti din Paulesti (Prahova)	2655
ROMANIA	Colceag	Colceag	Prahova	Colceag (Prahova)	2687
ROMANIA	Coltu de Jos	Manesti	Prahova	Coltu de Jos din Manesti (Prahova)	2721
ROMANIA	Comarnic	Comarnic	Prahova	Comarnic (Prahova)	2741
ROMANIA	Conduratu	Baba Ana	Prahova	Conduratu din Baba Ana (Prahova)	2763
ROMANIA	Corlatesti	Berceni	Prahova	Corlatesti din Berceni (Prahova)	2837
ROMANIA	Cornu de Jos	Cornu	Prahova	Cornu de Jos din Cornu (Prahova)	2878
ROMANIA	Cornu de Jos	Draganesti	Prahova	Cornu de Jos din Draganesti (Prahova)	2879
ROMANIA	Cornu de Sus	Cornu	Prahova	Cornu de Sus din Cornu (Prahova)	2880
ROMANIA	Cornu de Sus	Dumbrava	Prahova	Cornu de Sus din Dumbrava (Prahova)	2881
ROMANIA	Coserele	Gornet - Cricov	Prahova	Coserele din Gornet - Cricov (Prahova)	2925
ROMANIA	Coslegi	Valea Calugareasca	Prahova	Coslegi din Valea Calugareasca (Prahova)	2937
ROMANIA	Cosmina de Jos	Cosminele	Prahova	Cosmina de Jos din Cosminele (Prahova)	2943
ROMANIA	Costeni	Maneciu	Prahova	Costeni din Maneciu (Prahova)	2958
ROMANIA	Crangurile	Baba Ana	Prahova	Crangurile din Baba Ana (Prahova)	3096
ROMANIA	Crivina	Gorgota	Prahova	Crivina din Gorgota (Prahova)	3179
ROMANIA	Cuib	Gornet	Prahova	Cuib din Gornet (Prahova)	3240
ROMANIA	Curcubeu	Balta Doamnei	Prahova	Curcubeu din Balta Doamnei (Prahova)	3273
ROMANIA	Curmatura	Pacureti	Prahova	Curmatura din Pacureti (Prahova)	3280
ROMANIA	Darvari	Valea Calugareasca	Prahova	Darvari din Valea Calugareasca (Prahova)	3416
ROMANIA	Ditesti	Filipestii De Padure	Prahova	Ditesti din Filipestii De Padure (Prahova)	3593
ROMANIA	Dobrota	Gornet - Cricov	Prahova	Dobrota din Gornet - Cricov (Prahova)	3648
ROMANIA	Doftana	Telega	Prahova	Doftana din Telega (Prahova)	3662
ROMANIA	Draganeasa	Provita De Jos	Prahova	Draganeasa din Provita De Jos (Prahova)	3736
ROMANIA	Draganesti	Draganesti	Prahova	Draganesti (Prahova)	3745
ROMANIA	Draghicesti	Cosminele	Prahova	Draghicesti din Cosminele (Prahova)	3759
ROMANIA	Drajna de Jos	Drajna	Prahova	Drajna de Jos din Drajna (Prahova)	3802
ROMANIA	Drajna de Sus	Drajna	Prahova	Drajna de Sus din Drajna (Prahova)	3803
ROMANIA	Dumbrava	Dumbrava	Prahova	Dumbrava (Prahova)	3864
ROMANIA	Ezeni	Filipestii De Targ	Prahova	Ezeni din Filipestii De Targ (Prahova)	3970
ROMANIA	Faget	Drajna	Prahova	Faget din Drajna (Prahova)	3984
ROMANIA	Fagetu	Gura Vitioarei	Prahova	Fagetu din Gura Vitioarei (Prahova)	3995
ROMANIA	Fanari	Gherghita	Prahova	Fanari din Gherghita (Prahova)	4006
ROMANIA	Fantanele	Fantanele	Prahova	Fantanele (Prahova)	4036
ROMANIA	Fefelei	Mizil	Prahova	Fefelei din Mizil (Prahova)	4099
ROMANIA	Filipestii de Padure	Filipestii De Padure	Prahova	Filipestii de Padure (Prahova)	4157
ROMANIA	Filipestii de Targ	Filipestii De Targ	Prahova	Filipestii de Targ (Prahova)	4158
ROMANIA	Floresti	Floresti	Prahova	Floresti (Prahova)	4197
ROMANIA	Frasinet	Breaza	Prahova	Frasinet din Breaza (Prahova)	4259
ROMANIA	Fulga de Jos	Fulga	Prahova	Fulga de Jos din Fulga (Prahova)	4298
ROMANIA	Fulga de Sus	Fulga	Prahova	Fulga de Sus din Fulga (Prahova)	4299
ROMANIA	Fundeni	Gura Vitioarei	Prahova	Fundeni din Gura Vitioarei (Prahova)	4320
ROMANIA	Gageni	Paulesti	Prahova	Gageni din Paulesti (Prahova)	4350
ROMANIA	Galmeia	Plopu	Prahova	Galmeia din Plopu (Prahova)	4399
ROMANIA	Gavanel	Dumbravesti	Prahova	Gavanel din Dumbravesti (Prahova)	4485
ROMANIA	Gheaba	Maneciu	Prahova	Gheaba din Maneciu (Prahova)	4524
ROMANIA	Gherghita	Gherghita	Prahova	Gherghita (Prahova)	4554
ROMANIA	Ghighiu	Barcanesti	Prahova	Ghighiu din Barcanesti (Prahova)	4573
ROMANIA	Ghinoaica	Fantanele	Prahova	Ghinoaica din Fantanele (Prahova)	4595
ROMANIA	Ghiocel	Podenii Noi	Prahova	Ghiocel din Podenii Noi (Prahova)	4598
ROMANIA	Ghioldum	Manesti	Prahova	Ghioldum din Manesti (Prahova)	4599
ROMANIA	Ghiosesti	Comarnic	Prahova	Ghiosesti din Comarnic (Prahova)	4605
ROMANIA	Glod	Lapos	Prahova	Glod din Lapos (Prahova)	4688
ROMANIA	Gogeasca	Carbunesti	Prahova	Gogeasca din Carbunesti (Prahova)	4717
ROMANIA	Gorgota	Gorgota	Prahova	Gorgota (Prahova)	4752
ROMANIA	Gornet	Gornet	Prahova	Gornet (Prahova)	4759
ROMANIA	Gradistea	Boldesti - Gradistea	Prahova	Gradistea din Boldesti - Gradistea (Prahova)	4792
ROMANIA	Gresia	Starchiojd	Prahova	Gresia din Starchiojd (Prahova)	4826
ROMANIA	Gura Beliei	Breaza	Prahova	Gura Beliei din Breaza (Prahova)	4904
ROMANIA	Gura Crivatului	Manesti	Prahova	Gura Crivatului din Manesti (Prahova)	4911
ROMANIA	Gura Vadului	Gura Vadului	Prahova	Gura Vadului (Prahova)	4940
ROMANIA	Gura Vitioarei	Gura Vitioarei	Prahova	Gura Vitioarei (Prahova)	4954
ROMANIA	Habud	Sirna	Prahova	Habud din Sirna (Prahova)	4981
ROMANIA	Harsa	Plopu	Prahova	Harsa din Plopu (Prahova)	5044
ROMANIA	Hatcarau	Draganesti	Prahova	Hatcarau din Draganesti (Prahova)	5063
ROMANIA	Homoraciu	Izvoarele	Prahova	Homoraciu din Izvoarele (Prahova)	5162
ROMANIA	Iazu	Magurele	Prahova	Iazu din Magurele (Prahova)	5299
ROMANIA	Independenta	Gherghita	Prahova	Independenta din Gherghita (Prahova)	5401
ROMANIA	Inotesti	Colceag	Prahova	Inotesti din Colceag (Prahova)	5411
ROMANIA	Iordacheanu	Iordacheanu	Prahova	Iordacheanu (Prahova)	5435
ROMANIA	Irimesti	Breaza	Prahova	Irimesti din Breaza (Prahova)	5451
ROMANIA	Izesti	Baltesti	Prahova	Izesti din Baltesti (Prahova)	5499
ROMANIA	Izvoarele	Izvoarele	Prahova	Izvoarele (Prahova)	5513
ROMANIA	Izvoru	Provita De Sus	Prahova	Izvoru din Provita De Sus (Prahova)	5540
ROMANIA	Jercalai	Urlati	Prahova	Jercalai din Urlati (Prahova)	5578
ROMANIA	Jugureni	Jugureni	Prahova	Jugureni (Prahova)	5634
ROMANIA	Lacu Turcului	Balta Doamnei	Prahova	Lacu Turcului din Balta Doamnei (Prahova)	5661
ROMANIA	Lapos	Lapos	Prahova	Lapos (Prahova)	5683
ROMANIA	Laposel	Lapos	Prahova	Laposel din Lapos (Prahova)	5684
ROMANIA	Liliesti	Baicoi	Prahova	Liliesti din Baicoi (Prahova)	5823
ROMANIA	Lipanesti	Lipanesti	Prahova	Lipanesti (Prahova)	5840
ROMANIA	Livadea	Varbilau	Prahova	Livadea din Varbilau (Prahova)	5875
ROMANIA	Loloiasca	Tomsani	Prahova	Loloiasca din Tomsani (Prahova)	5899
ROMANIA	Lopatnita	Soimari	Prahova	Lopatnita din Soimari (Prahova)	5906
ROMANIA	Lunca Mare	Sotrile	Prahova	Lunca Mare din Sotrile (Prahova)	6011
ROMANIA	Lunca Prahovei	Magureni	Prahova	Lunca Prahovei din Magureni (Prahova)	6016
ROMANIA	Lutu Rosu	Bertea	Prahova	Lutu Rosu din Bertea (Prahova)	6082
ROMANIA	Magula	Tomsani	Prahova	Magula din Tomsani (Prahova)	6133
ROMANIA	Magura	Soimari	Prahova	Magura din Soimari (Prahova)	6151
ROMANIA	Magurele	Magurele	Prahova	Magurele (Prahova)	6159
ROMANIA	Magureni	Magureni	Prahova	Magureni (Prahova)	6165
ROMANIA	Malaiesti	Rafov	Prahova	Malaiesti din Rafov (Prahova)	6193
ROMANIA	Malamuc	Gherghita	Prahova	Malamuc din Gherghita (Prahova)	6196
ROMANIA	Malu Rosu	Ceptura	Prahova	Malu Rosu din Ceptura (Prahova)	6225
ROMANIA	Manastirea Suzana	Maneciu	Prahova	Manastirea Suzana din Maneciu (Prahova)	6260
ROMANIA	Maneciu-Pamanteni	Maneciu	Prahova	Maneciu-Pamanteni din Maneciu (Prahova)	6280
ROMANIA	Maneciu-Ungureni	Maneciu	Prahova	Maneciu-Ungureni din Maneciu (Prahova)	6281
ROMANIA	Manesti	Manesti	Prahova	Manesti (Prahova)	6286
ROMANIA	Marginea Padurii	Jugureni	Prahova	Marginea Padurii din Jugureni (Prahova)	6349
ROMANIA	Marlogea	Apostolache	Prahova	Marlogea din Apostolache (Prahova)	6370
ROMANIA	Matita	Pacureti	Prahova	Matita din Pacureti (Prahova)	6422
ROMANIA	Mehedinta	Podenii Noi	Prahova	Mehedinta din Podenii Noi (Prahova)	6447
ROMANIA	Melicesti	Telega	Prahova	Melicesti din Telega (Prahova)	6450
ROMANIA	Merdeala	Posesti	Prahova	Merdeala din Posesti (Prahova)	6456
ROMANIA	Meri	Draganesti	Prahova	Meri din Draganesti (Prahova)	6470
ROMANIA	Miresu Mare	Sangeru	Prahova	Miresu Mare din Sangeru (Prahova)	6638
ROMANIA	Miresu Mic	Sangeru	Prahova	Miresu Mic din Sangeru (Prahova)	6639
ROMANIA	Miroslavesti	Puchenii Mari	Prahova	Miroslavesti din Puchenii Mari (Prahova)	6648
ROMANIA	Mislea	Scorteni	Prahova	Mislea din Scorteni (Prahova)	6658
ROMANIA	Mizil	Mizil	Prahova	Mizil (Prahova)	6673
ROMANIA	Moara	Puchenii Mari	Prahova	Moara din Puchenii Mari (Prahova)	6679
ROMANIA	Moara Domneasca	Rafov	Prahova	Moara Domneasca din Rafov (Prahova)	6685
ROMANIA	Moara Noua	Berceni	Prahova	Moara Noua din Berceni (Prahova)	6690
ROMANIA	Mocesti	Iordacheanu	Prahova	Mocesti din Iordacheanu (Prahova)	6695
ROMANIA	Nedelea	Aricestii Rahtivani	Prahova	Nedelea din Aricestii Rahtivani (Prahova)	6959
ROMANIA	Negoiesti	Brazi	Prahova	Negoiesti din Brazi (Prahova)	6967
ROMANIA	Nevesteasca	Podenii Noi	Prahova	Nevesteasca din Podenii Noi (Prahova)	7030
ROMANIA	Nisipoasa	Plopu	Prahova	Nisipoasa din Plopu (Prahova)	7073
ROMANIA	Nistoresti	Breaza	Prahova	Nistoresti din Breaza (Prahova)	7079
ROMANIA	Nucet	Chiojdeanca	Prahova	Nucet din Chiojdeanca (Prahova)	7101
ROMANIA	Nucet	Gornet	Prahova	Nucet din Gornet (Prahova)	7102
ROMANIA	Nucsoara de Sus	Posesti	Prahova	Nucsoara de Sus din Posesti (Prahova)	7109
ROMANIA	Ocina de Jos	Adunati	Prahova	Ocina de Jos din Adunati (Prahova)	7154
ROMANIA	Ocina de Sus	Adunati	Prahova	Ocina de Sus din Adunati (Prahova)	7155
ROMANIA	Odaile	Puchenii Mari	Prahova	Odaile din Puchenii Mari (Prahova)	7184
ROMANIA	Ogretin	Drajna	Prahova	Ogretin din Drajna (Prahova)	7205
ROMANIA	Olarii Vechi	Gherghita	Prahova	Olarii Vechi din Gherghita (Prahova)	7237
ROMANIA	Ologeni	Poienarii Burchii	Prahova	Ologeni din Poienarii Burchii (Prahova)	7243
ROMANIA	Olteni	Teisani	Prahova	Olteni din Teisani (Prahova)	7256
ROMANIA	Orzoaia de Jos	Urlati	Prahova	Orzoaia de Jos din Urlati (Prahova)	7338
